hhid,milieu,region
54602,Rural,KEDOUGOU
54603,Rural,KEDOUGOU
54604,Rural,KEDOUGOU
54605,Rural,KEDOUGOU
54606,Rural,KEDOUGOU
54607,Rural,KEDOUGOU
54608,Rural,KEDOUGOU
54609,Rural,KEDOUGOU
54610,Rural,KEDOUGOU
54611,Rural,KEDOUGOU
54612,Rural,KEDOUGOU
54701,Rural,KEDOUGOU
54702,Rural,KEDOUGOU
54703,Rural,KEDOUGOU
54704,Rural,KEDOUGOU
54705,Rural,KEDOUGOU
54706,Rural,KEDOUGOU
54707,Rural,KEDOUGOU
54708,Rural,KEDOUGOU
54709,Rural,KEDOUGOU
54710,Rural,KEDOUGOU
54711,Rural,KEDOUGOU
54712,Rural,KEDOUGOU
54802,Rural,KEDOUGOU
54803,Rural,KEDOUGOU
54804,Rural,KEDOUGOU
54805,Rural,KEDOUGOU
54806,Rural,KEDOUGOU
54807,Rural,KEDOUGOU
54808,Rural,KEDOUGOU
54809,Rural,KEDOUGOU
54811,Rural,KEDOUGOU
54812,Rural,KEDOUGOU
54813,Rural,KEDOUGOU
54814,Rural,KEDOUGOU
54901,Rural,KEDOUGOU
54902,Rural,KEDOUGOU
54903,Rural,KEDOUGOU
54904,Rural,KEDOUGOU
54905,Rural,KEDOUGOU
54906,Rural,KEDOUGOU
54907,Rural,KEDOUGOU
54908,Rural,KEDOUGOU
54909,Rural,KEDOUGOU
54910,Rural,KEDOUGOU
54911,Rural,KEDOUGOU
54912,Rural,KEDOUGOU
55001,Rural,KEDOUGOU
55002,Rural,KEDOUGOU
55003,Rural,KEDOUGOU
55004,Rural,KEDOUGOU
55005,Rural,KEDOUGOU
55006,Rural,KEDOUGOU
55007,Rural,KEDOUGOU
55008,Rural,KEDOUGOU
55009,Rural,KEDOUGOU
55010,Rural,KEDOUGOU
55011,Rural,KEDOUGOU
55012,Rural,KEDOUGOU
55101,Rural,KEDOUGOU
55102,Rural,KEDOUGOU
55103,Rural,KEDOUGOU
55104,Rural,KEDOUGOU
55105,Rural,KEDOUGOU
55106,Rural,KEDOUGOU
55107,Rural,KEDOUGOU
55108,Rural,KEDOUGOU
55109,Rural,KEDOUGOU
55110,Rural,KEDOUGOU
55111,Rural,KEDOUGOU
55112,Rural,KEDOUGOU
55201,Rural,KEDOUGOU
55202,Rural,KEDOUGOU
55203,Rural,KEDOUGOU
55205,Rural,KEDOUGOU
55206,Rural,KEDOUGOU
55207,Rural,KEDOUGOU
55208,Rural,KEDOUGOU
55209,Rural,KEDOUGOU
55210,Rural,KEDOUGOU
55211,Rural,KEDOUGOU
55213,Rural,KEDOUGOU
55214,Rural,KEDOUGOU
55301,Rural,KEDOUGOU
55302,Rural,KEDOUGOU
55303,Rural,KEDOUGOU
55304,Rural,KEDOUGOU
55305,Rural,KEDOUGOU
55306,Rural,KEDOUGOU
55307,Rural,KEDOUGOU
55308,Rural,KEDOUGOU
55309,Rural,KEDOUGOU
55310,Rural,KEDOUGOU
55311,Rural,KEDOUGOU
55312,Rural,KEDOUGOU
55401,Rural,KEDOUGOU
55402,Rural,KEDOUGOU
55403,Rural,KEDOUGOU
55404,Rural,KEDOUGOU
55405,Rural,KEDOUGOU
55406,Rural,KEDOUGOU
55407,Rural,KEDOUGOU
55408,Rural,KEDOUGOU
55409,Rural,KEDOUGOU
55410,Rural,KEDOUGOU
55411,Rural,KEDOUGOU
55412,Rural,KEDOUGOU
55501,Urbain,KEDOUGOU
55503,Urbain,KEDOUGOU
55504,Urbain,KEDOUGOU
55505,Urbain,KEDOUGOU
55506,Urbain,KEDOUGOU
55507,Urbain,KEDOUGOU
55508,Urbain,KEDOUGOU
55509,Urbain,KEDOUGOU
55510,Urbain,KEDOUGOU
55511,Urbain,KEDOUGOU
55512,Urbain,KEDOUGOU
55513,Urbain,KEDOUGOU
55601,Rural,KEDOUGOU
55602,Rural,KEDOUGOU
55603,Rural,KEDOUGOU
55604,Rural,KEDOUGOU
55605,Rural,KEDOUGOU
55606,Rural,KEDOUGOU
55607,Rural,KEDOUGOU
55608,Rural,KEDOUGOU
55609,Rural,KEDOUGOU
55610,Rural,KEDOUGOU
55611,Rural,KEDOUGOU
55612,Rural,KEDOUGOU
55701,Rural,KEDOUGOU
55702,Rural,KEDOUGOU
55703,Rural,KEDOUGOU
55704,Rural,KEDOUGOU
55705,Rural,KEDOUGOU
55706,Rural,KEDOUGOU
55707,Rural,KEDOUGOU
55708,Rural,KEDOUGOU
55709,Rural,KEDOUGOU
55710,Rural,KEDOUGOU
55711,Rural,KEDOUGOU
55712,Rural,KEDOUGOU
55801,Rural,KEDOUGOU
55802,Rural,KEDOUGOU
55803,Rural,KEDOUGOU
55804,Rural,KEDOUGOU
55805,Rural,KEDOUGOU
55806,Rural,KEDOUGOU
55807,Rural,KEDOUGOU
55808,Rural,KEDOUGOU
55809,Rural,KEDOUGOU
55810,Rural,KEDOUGOU
55811,Rural,KEDOUGOU
55812,Rural,KEDOUGOU
55901,Rural,KEDOUGOU
55902,Rural,KEDOUGOU
55903,Rural,KEDOUGOU
55904,Rural,KEDOUGOU
55905,Rural,KEDOUGOU
55906,Rural,KEDOUGOU
55907,Rural,KEDOUGOU
55908,Rural,KEDOUGOU
55909,Rural,KEDOUGOU
55910,Rural,KEDOUGOU
55911,Rural,KEDOUGOU
55912,Rural,KEDOUGOU
56001,Rural,KEDOUGOU
56002,Rural,KEDOUGOU
56003,Rural,KEDOUGOU
56004,Rural,KEDOUGOU
56005,Rural,KEDOUGOU
56006,Rural,KEDOUGOU
56007,Rural,KEDOUGOU
56008,Rural,KEDOUGOU
56009,Rural,KEDOUGOU
56010,Rural,KEDOUGOU
56011,Rural,KEDOUGOU
56012,Rural,KEDOUGOU
56101,Rural,KEDOUGOU
56102,Rural,KEDOUGOU
56103,Rural,KEDOUGOU
56104,Rural,KEDOUGOU
56105,Rural,KEDOUGOU
56106,Rural,KEDOUGOU
56107,Rural,KEDOUGOU
56108,Rural,KEDOUGOU
56109,Rural,KEDOUGOU
56110,Rural,KEDOUGOU
56111,Rural,KEDOUGOU
56112,Rural,KEDOUGOU
56201,Rural,KEDOUGOU
56202,Rural,KEDOUGOU
56203,Rural,KEDOUGOU
56204,Rural,KEDOUGOU
56205,Rural,KEDOUGOU
56206,Rural,KEDOUGOU
56207,Rural,KEDOUGOU
56208,Rural,KEDOUGOU
56209,Rural,KEDOUGOU
56210,Rural,KEDOUGOU
56211,Rural,KEDOUGOU
56212,Rural,KEDOUGOU
56301,Rural,KEDOUGOU
56302,Rural,KEDOUGOU
56303,Rural,KEDOUGOU
56304,Rural,KEDOUGOU
56305,Rural,KEDOUGOU
56306,Rural,KEDOUGOU
56308,Rural,KEDOUGOU
56309,Rural,KEDOUGOU
56310,Rural,KEDOUGOU
56311,Rural,KEDOUGOU
56312,Rural,KEDOUGOU
56313,Rural,KEDOUGOU
56401,Rural,KEDOUGOU
56402,Rural,KEDOUGOU
56403,Rural,KEDOUGOU
56404,Rural,KEDOUGOU
56405,Rural,KEDOUGOU
56406,Rural,KEDOUGOU
56407,Rural,KEDOUGOU
56408,Rural,KEDOUGOU
56409,Rural,KEDOUGOU
56410,Rural,KEDOUGOU
56411,Rural,KEDOUGOU
56412,Rural,KEDOUGOU
56501,Urbain,SEDHIOU
56502,Urbain,SEDHIOU
56504,Urbain,SEDHIOU
56506,Urbain,SEDHIOU
56508,Urbain,SEDHIOU
56509,Urbain,SEDHIOU
56510,Urbain,SEDHIOU
56511,Urbain,SEDHIOU
56512,Urbain,SEDHIOU
56513,Urbain,SEDHIOU
56514,Urbain,SEDHIOU
56515,Urbain,SEDHIOU
56602,Urbain,SEDHIOU
56603,Urbain,SEDHIOU
56604,Urbain,SEDHIOU
56605,Urbain,SEDHIOU
56607,Urbain,SEDHIOU
56608,Urbain,SEDHIOU
56609,Urbain,SEDHIOU
56610,Urbain,SEDHIOU
56612,Urbain,SEDHIOU
56613,Urbain,SEDHIOU
56614,Urbain,SEDHIOU
56615,Urbain,SEDHIOU
56701,Urbain,SEDHIOU
56702,Urbain,SEDHIOU
56703,Urbain,SEDHIOU
56704,Urbain,SEDHIOU
56705,Urbain,SEDHIOU
56706,Urbain,SEDHIOU
56707,Urbain,SEDHIOU
56708,Urbain,SEDHIOU
56710,Urbain,SEDHIOU
56711,Urbain,SEDHIOU
56712,Urbain,SEDHIOU
56713,Urbain,SEDHIOU
56801,Urbain,SEDHIOU
56802,Urbain,SEDHIOU
56803,Urbain,SEDHIOU
56804,Urbain,SEDHIOU
56805,Urbain,SEDHIOU
56807,Urbain,SEDHIOU
56808,Urbain,SEDHIOU
56809,Urbain,SEDHIOU
56810,Urbain,SEDHIOU
56812,Urbain,SEDHIOU
56813,Urbain,SEDHIOU
56814,Urbain,SEDHIOU
56901,Urbain,SEDHIOU
56902,Urbain,SEDHIOU
56904,Urbain,SEDHIOU
56906,Urbain,SEDHIOU
56907,Urbain,SEDHIOU
56908,Urbain,SEDHIOU
56909,Urbain,SEDHIOU
56910,Urbain,SEDHIOU
56911,Urbain,SEDHIOU
56912,Urbain,SEDHIOU
56913,Urbain,SEDHIOU
56914,Urbain,SEDHIOU
57001,Urbain,SEDHIOU
57002,Urbain,SEDHIOU
57003,Urbain,SEDHIOU
57004,Urbain,SEDHIOU
57005,Urbain,SEDHIOU
57006,Urbain,SEDHIOU
57007,Urbain,SEDHIOU
57009,Urbain,SEDHIOU
57011,Urbain,SEDHIOU
57012,Urbain,SEDHIOU
57013,Urbain,SEDHIOU
57014,Urbain,SEDHIOU
57101,Urbain,SEDHIOU
57102,Urbain,SEDHIOU
57103,Urbain,SEDHIOU
57104,Urbain,SEDHIOU
57106,Urbain,SEDHIOU
57107,Urbain,SEDHIOU
57108,Urbain,SEDHIOU
57109,Urbain,SEDHIOU
57110,Urbain,SEDHIOU
57112,Urbain,SEDHIOU
57113,Urbain,SEDHIOU
57114,Urbain,SEDHIOU
57201,Rural,SEDHIOU
57202,Rural,SEDHIOU
57203,Rural,SEDHIOU
57204,Rural,SEDHIOU
57205,Rural,SEDHIOU
57206,Rural,SEDHIOU
57207,Rural,SEDHIOU
57208,Rural,SEDHIOU
57209,Rural,SEDHIOU
57210,Rural,SEDHIOU
57211,Rural,SEDHIOU
57212,Rural,SEDHIOU
57301,Rural,SEDHIOU
57302,Rural,SEDHIOU
57303,Rural,SEDHIOU
57305,Rural,SEDHIOU
57306,Rural,SEDHIOU
57307,Rural,SEDHIOU
57308,Rural,SEDHIOU
57309,Rural,SEDHIOU
57311,Rural,SEDHIOU
57312,Rural,SEDHIOU
57313,Rural,SEDHIOU
57314,Rural,SEDHIOU
57401,Rural,SEDHIOU
57402,Rural,SEDHIOU
57403,Rural,SEDHIOU
57404,Rural,SEDHIOU
57405,Rural,SEDHIOU
57406,Rural,SEDHIOU
57407,Rural,SEDHIOU
57408,Rural,SEDHIOU
57409,Rural,SEDHIOU
57410,Rural,SEDHIOU
57411,Rural,SEDHIOU
57412,Rural,SEDHIOU
57501,Rural,SEDHIOU
57502,Rural,SEDHIOU
57503,Rural,SEDHIOU
57504,Rural,SEDHIOU
57505,Rural,SEDHIOU
57506,Rural,SEDHIOU
57507,Rural,SEDHIOU
57508,Rural,SEDHIOU
57509,Rural,SEDHIOU
57510,Rural,SEDHIOU
57511,Rural,SEDHIOU
57512,Rural,SEDHIOU
57601,Rural,SEDHIOU
57602,Rural,SEDHIOU
57604,Rural,SEDHIOU
57605,Rural,SEDHIOU
57606,Rural,SEDHIOU
57607,Rural,SEDHIOU
57608,Rural,SEDHIOU
57609,Rural,SEDHIOU
57610,Rural,SEDHIOU
57611,Rural,SEDHIOU
57612,Rural,SEDHIOU
57613,Rural,SEDHIOU
57701,Urbain,SEDHIOU
57702,Urbain,SEDHIOU
57704,Urbain,SEDHIOU
57706,Urbain,SEDHIOU
57707,Urbain,SEDHIOU
57708,Urbain,SEDHIOU
57710,Urbain,SEDHIOU
57711,Urbain,SEDHIOU
57712,Urbain,SEDHIOU
57713,Urbain,SEDHIOU
57714,Urbain,SEDHIOU
57715,Urbain,SEDHIOU
57801,Urbain,SEDHIOU
57802,Urbain,SEDHIOU
57803,Urbain,SEDHIOU
57804,Urbain,SEDHIOU
57805,Urbain,SEDHIOU
57806,Urbain,SEDHIOU
57807,Urbain,SEDHIOU
57808,Urbain,SEDHIOU
57809,Urbain,SEDHIOU
57810,Urbain,SEDHIOU
57811,Urbain,SEDHIOU
57812,Urbain,SEDHIOU
57901,Urbain,SEDHIOU
57902,Urbain,SEDHIOU
57903,Urbain,SEDHIOU
57904,Urbain,SEDHIOU
57905,Urbain,SEDHIOU
57906,Urbain,SEDHIOU
57907,Urbain,SEDHIOU
57908,Urbain,SEDHIOU
57909,Urbain,SEDHIOU
57910,Urbain,SEDHIOU
57911,Urbain,SEDHIOU
57912,Urbain,SEDHIOU
58001,Urbain,SEDHIOU
58002,Urbain,SEDHIOU
58003,Urbain,SEDHIOU
58004,Urbain,SEDHIOU
58005,Urbain,SEDHIOU
58006,Urbain,SEDHIOU
58007,Urbain,SEDHIOU
58008,Urbain,SEDHIOU
58009,Urbain,SEDHIOU
58010,Urbain,SEDHIOU
58011,Urbain,SEDHIOU
58012,Urbain,SEDHIOU
58101,Rural,SEDHIOU
58102,Rural,SEDHIOU
58103,Rural,SEDHIOU
58104,Rural,SEDHIOU
58105,Rural,SEDHIOU
58106,Rural,SEDHIOU
58107,Rural,SEDHIOU
58108,Rural,SEDHIOU
58109,Rural,SEDHIOU
58110,Rural,SEDHIOU
58111,Rural,SEDHIOU
58112,Rural,SEDHIOU
58201,Rural,SEDHIOU
58202,Rural,SEDHIOU
58203,Rural,SEDHIOU
58204,Rural,SEDHIOU
58205,Rural,SEDHIOU
58206,Rural,SEDHIOU
58207,Rural,SEDHIOU
58208,Rural,SEDHIOU
58209,Rural,SEDHIOU
58210,Rural,SEDHIOU
58211,Rural,SEDHIOU
58212,Rural,SEDHIOU
58301,Rural,SEDHIOU
58302,Rural,SEDHIOU
58303,Rural,SEDHIOU
58304,Rural,SEDHIOU
58305,Rural,SEDHIOU
58306,Rural,SEDHIOU
58307,Rural,SEDHIOU
58308,Rural,SEDHIOU
58309,Rural,SEDHIOU
58310,Rural,SEDHIOU
58311,Rural,SEDHIOU
58312,Rural,SEDHIOU
58402,Rural,SEDHIOU
58403,Rural,SEDHIOU
58404,Rural,SEDHIOU
58405,Rural,SEDHIOU
58406,Rural,SEDHIOU
58407,Rural,SEDHIOU
58408,Rural,SEDHIOU
58409,Rural,SEDHIOU
58410,Rural,SEDHIOU
58411,Rural,SEDHIOU
58412,Rural,SEDHIOU
58413,Rural,SEDHIOU
58501,Rural,SEDHIOU
58502,Rural,SEDHIOU
58503,Rural,SEDHIOU
58504,Rural,SEDHIOU
58505,Rural,SEDHIOU
58506,Rural,SEDHIOU
58507,Rural,SEDHIOU
58508,Rural,SEDHIOU
58509,Rural,SEDHIOU
58510,Rural,SEDHIOU
58511,Rural,SEDHIOU
58512,Rural,SEDHIOU
58601,Rural,SEDHIOU
58602,Rural,SEDHIOU
58603,Rural,SEDHIOU
58604,Rural,SEDHIOU
58605,Rural,SEDHIOU
58607,Rural,SEDHIOU
58608,Rural,SEDHIOU
58609,Rural,SEDHIOU
58610,Rural,SEDHIOU
58611,Rural,SEDHIOU
58612,Rural,SEDHIOU
58613,Rural,SEDHIOU
58701,Rural,SEDHIOU
58703,Rural,SEDHIOU
58704,Rural,SEDHIOU
58705,Rural,SEDHIOU
58706,Rural,SEDHIOU
58707,Rural,SEDHIOU
58708,Rural,SEDHIOU
58709,Rural,SEDHIOU
58710,Rural,SEDHIOU
58711,Rural,SEDHIOU
58712,Rural,SEDHIOU
58713,Rural,SEDHIOU
58801,Urbain,SEDHIOU
58802,Urbain,SEDHIOU
58803,Urbain,SEDHIOU
58804,Urbain,SEDHIOU
58805,Urbain,SEDHIOU
58806,Urbain,SEDHIOU
58807,Urbain,SEDHIOU
58808,Urbain,SEDHIOU
58809,Urbain,SEDHIOU
58810,Urbain,SEDHIOU
58811,Urbain,SEDHIOU
58812,Urbain,SEDHIOU
58901,Urbain,SEDHIOU
58902,Urbain,SEDHIOU
58903,Urbain,SEDHIOU
58904,Urbain,SEDHIOU
58905,Urbain,SEDHIOU
58906,Urbain,SEDHIOU
58908,Urbain,SEDHIOU
58909,Urbain,SEDHIOU
58910,Urbain,SEDHIOU
58911,Urbain,SEDHIOU
58913,Urbain,SEDHIOU
58914,Urbain,SEDHIOU
59001,Urbain,SEDHIOU
59002,Urbain,SEDHIOU
59003,Urbain,SEDHIOU
59004,Urbain,SEDHIOU
59005,Urbain,SEDHIOU
59006,Urbain,SEDHIOU
59007,Urbain,SEDHIOU
59008,Urbain,SEDHIOU
59009,Urbain,SEDHIOU
59010,Urbain,SEDHIOU
59011,Urbain,SEDHIOU
59012,Urbain,SEDHIOU
59101,Urbain,SEDHIOU
59102,Urbain,SEDHIOU
59103,Urbain,SEDHIOU
59104,Urbain,SEDHIOU
59105,Urbain,SEDHIOU
59106,Urbain,SEDHIOU
59108,Urbain,SEDHIOU
59109,Urbain,SEDHIOU
59110,Urbain,SEDHIOU
59112,Urbain,SEDHIOU
59113,Urbain,SEDHIOU
59114,Urbain,SEDHIOU
59201,Urbain,SEDHIOU
59202,Urbain,SEDHIOU
59203,Urbain,SEDHIOU
59204,Urbain,SEDHIOU
59205,Urbain,SEDHIOU
59206,Urbain,SEDHIOU
59207,Urbain,SEDHIOU
59208,Urbain,SEDHIOU
59210,Urbain,SEDHIOU
59211,Urbain,SEDHIOU
59212,Urbain,SEDHIOU
59213,Urbain,SEDHIOU
59301,Rural,SEDHIOU
59302,Rural,SEDHIOU
59303,Rural,SEDHIOU
59304,Rural,SEDHIOU
59305,Rural,SEDHIOU
59306,Rural,SEDHIOU
59307,Rural,SEDHIOU
59308,Rural,SEDHIOU
59309,Rural,SEDHIOU
59310,Rural,SEDHIOU
59311,Rural,SEDHIOU
59312,Rural,SEDHIOU
59401,Rural,SEDHIOU
59402,Rural,SEDHIOU
59403,Rural,SEDHIOU
59404,Rural,SEDHIOU
59405,Rural,SEDHIOU
59406,Rural,SEDHIOU
59407,Rural,SEDHIOU
59408,Rural,SEDHIOU
59409,Rural,SEDHIOU
59410,Rural,SEDHIOU
59411,Rural,SEDHIOU
59412,Rural,SEDHIOU
59501,Rural,SEDHIOU
59502,Rural,SEDHIOU
59503,Rural,SEDHIOU
59504,Rural,SEDHIOU
59505,Rural,SEDHIOU
59506,Rural,SEDHIOU
59507,Rural,SEDHIOU
59508,Rural,SEDHIOU
59509,Rural,SEDHIOU
59510,Rural,SEDHIOU
59511,Rural,SEDHIOU
59512,Rural,SEDHIOU
59601,Rural,SEDHIOU
59602,Rural,SEDHIOU
59603,Rural,SEDHIOU
59604,Rural,SEDHIOU
59605,Rural,SEDHIOU
59606,Rural,SEDHIOU
59607,Rural,SEDHIOU
59608,Rural,SEDHIOU
59609,Rural,SEDHIOU
59610,Rural,SEDHIOU
59611,Rural,SEDHIOU
59612,Rural,SEDHIOU
59701,Rural,SEDHIOU
59702,Rural,SEDHIOU
59703,Rural,SEDHIOU
59704,Rural,SEDHIOU
59705,Rural,SEDHIOU
59706,Rural,SEDHIOU
59707,Rural,SEDHIOU
59708,Rural,SEDHIOU
59709,Rural,SEDHIOU
59710,Rural,SEDHIOU
59711,Rural,SEDHIOU
59713,Rural,SEDHIOU
59801,Rural,SEDHIOU
59802,Rural,SEDHIOU
59803,Rural,SEDHIOU
59804,Rural,SEDHIOU
59805,Rural,SEDHIOU
59806,Rural,SEDHIOU
59807,Rural,SEDHIOU
59808,Rural,SEDHIOU
59809,Rural,SEDHIOU
59810,Rural,SEDHIOU
59811,Rural,SEDHIOU
59812,Rural,SEDHIOU
