hhid,milieu,region
201,Urbain,DAKAR
203,Urbain,DAKAR
204,Urbain,DAKAR
205,Urbain,DAKAR
206,Urbain,DAKAR
207,Urbain,DAKAR
208,Urbain,DAKAR
212,Urbain,DAKAR
213,Urbain,DAKAR
214,Urbain,DAKAR
215,Urbain,DAKAR
216,Urbain,DAKAR
302,Urbain,DAKAR
303,Urbain,DAKAR
304,Urbain,DAKAR
305,Urbain,DAKAR
306,Urbain,DAKAR
307,Urbain,DAKAR
309,Urbain,DAKAR
313,Urbain,DAKAR
314,Urbain,DAKAR
315,Urbain,DAKAR
316,Urbain,DAKAR
317,Urbain,DAKAR
401,Urbain,DAKAR
402,Urbain,DAKAR
403,Urbain,DAKAR
404,Urbain,DAKAR
405,Urbain,DAKAR
407,Urbain,DAKAR
408,Urbain,DAKAR
409,Urbain,DAKAR
411,Urbain,DAKAR
412,Urbain,DAKAR
413,Urbain,DAKAR
502,Urbain,DAKAR
504,Urbain,DAKAR
505,Urbain,DAKAR
506,Urbain,DAKAR
507,Urbain,DAKAR
509,Urbain,DAKAR
510,Urbain,DAKAR
511,Urbain,DAKAR
512,Urbain,DAKAR
513,Urbain,DAKAR
514,Urbain,DAKAR
515,Urbain,DAKAR
602,Urbain,DAKAR
603,Urbain,DAKAR
604,Urbain,DAKAR
605,Urbain,DAKAR
606,Urbain,DAKAR
607,Urbain,DAKAR
608,Urbain,DAKAR
610,Urbain,DAKAR
611,Urbain,DAKAR
612,Urbain,DAKAR
613,Urbain,DAKAR
614,Urbain,DAKAR
701,Urbain,DAKAR
702,Urbain,DAKAR
703,Urbain,DAKAR
713,Urbain,DAKAR
714,Urbain,DAKAR
715,Urbain,DAKAR
716,Urbain,DAKAR
717,Urbain,DAKAR
802,Urbain,DAKAR
803,Urbain,DAKAR
805,Urbain,DAKAR
807,Urbain,DAKAR
808,Urbain,DAKAR
809,Urbain,DAKAR
810,Urbain,DAKAR
812,Urbain,DAKAR
813,Urbain,DAKAR
814,Urbain,DAKAR
815,Urbain,DAKAR
816,Urbain,DAKAR
902,Urbain,DAKAR
905,Urbain,DAKAR
906,Urbain,DAKAR
907,Urbain,DAKAR
908,Urbain,DAKAR
909,Urbain,DAKAR
910,Urbain,DAKAR
911,Urbain,DAKAR
912,Urbain,DAKAR
913,Urbain,DAKAR
914,Urbain,DAKAR
915,Urbain,DAKAR
1001,Urbain,DAKAR
1002,Urbain,DAKAR
1003,Urbain,DAKAR
1004,Urbain,DAKAR
1005,Urbain,DAKAR
1006,Urbain,DAKAR
1007,Urbain,DAKAR
1008,Urbain,DAKAR
1012,Urbain,DAKAR
1013,Urbain,DAKAR
1014,Urbain,DAKAR
1015,Urbain,DAKAR
1103,Urbain,DAKAR
1104,Urbain,DAKAR
1105,Urbain,DAKAR
1106,Urbain,DAKAR
1107,Urbain,DAKAR
1108,Urbain,DAKAR
1110,Urbain,DAKAR
1112,Urbain,DAKAR
1113,Urbain,DAKAR
1114,Urbain,DAKAR
1115,Urbain,DAKAR
1201,Urbain,DAKAR
1202,Urbain,DAKAR
1203,Urbain,DAKAR
1205,Urbain,DAKAR
1206,Urbain,DAKAR
1207,Urbain,DAKAR
1208,Urbain,DAKAR
1209,Urbain,DAKAR
1211,Urbain,DAKAR
1213,Urbain,DAKAR
1214,Urbain,DAKAR
1215,Urbain,DAKAR
1301,Urbain,DAKAR
1303,Urbain,DAKAR
1306,Urbain,DAKAR
1307,Urbain,DAKAR
1308,Urbain,DAKAR
1310,Urbain,DAKAR
1311,Urbain,DAKAR
1312,Urbain,DAKAR
1313,Urbain,DAKAR
1314,Urbain,DAKAR
1315,Urbain,DAKAR
1316,Urbain,DAKAR
1401,Urbain,DAKAR
1402,Urbain,DAKAR
1403,Urbain,DAKAR
1404,Urbain,DAKAR
1405,Urbain,DAKAR
1406,Urbain,DAKAR
1407,Urbain,DAKAR
1408,Urbain,DAKAR
1409,Urbain,DAKAR
1410,Urbain,DAKAR
1411,Urbain,DAKAR
1412,Urbain,DAKAR
1501,Urbain,DAKAR
1502,Urbain,DAKAR
1503,Urbain,DAKAR
1505,Urbain,DAKAR
1506,Urbain,DAKAR
1507,Urbain,DAKAR
1508,Urbain,DAKAR
1509,Urbain,DAKAR
1512,Urbain,DAKAR
1513,Urbain,DAKAR
1514,Urbain,DAKAR
1515,Urbain,DAKAR
1601,Urbain,DAKAR
1602,Urbain,DAKAR
1603,Urbain,DAKAR
1604,Urbain,DAKAR
1605,Urbain,DAKAR
1606,Urbain,DAKAR
1607,Urbain,DAKAR
1608,Urbain,DAKAR
1609,Urbain,DAKAR
1610,Urbain,DAKAR
1611,Urbain,DAKAR
1612,Urbain,DAKAR
1701,Urbain,DAKAR
1702,Urbain,DAKAR
1704,Urbain,DAKAR
1705,Urbain,DAKAR
1706,Urbain,DAKAR
1707,Urbain,DAKAR
1708,Urbain,DAKAR
1710,Urbain,DAKAR
1712,Urbain,DAKAR
1713,Urbain,DAKAR
1714,Urbain,DAKAR
1715,Urbain,DAKAR
1801,Urbain,DAKAR
1802,Urbain,DAKAR
1803,Urbain,DAKAR
1804,Urbain,DAKAR
1805,Urbain,DAKAR
1806,Urbain,DAKAR
1807,Urbain,DAKAR
1808,Urbain,DAKAR
1809,Urbain,DAKAR
1810,Urbain,DAKAR
1811,Urbain,DAKAR
1812,Urbain,DAKAR
1901,Urbain,DAKAR
1902,Urbain,DAKAR
1904,Urbain,DAKAR
1907,Urbain,DAKAR
1908,Urbain,DAKAR
1910,Urbain,DAKAR
1912,Urbain,DAKAR
1913,Urbain,DAKAR
1914,Urbain,DAKAR
1915,Urbain,DAKAR
1916,Urbain,DAKAR
1917,Urbain,DAKAR
2001,Urbain,DAKAR
2003,Urbain,DAKAR
2004,Urbain,DAKAR
2006,Urbain,DAKAR
2007,Urbain,DAKAR
2008,Urbain,DAKAR
2009,Urbain,DAKAR
2010,Urbain,DAKAR
2011,Urbain,DAKAR
2012,Urbain,DAKAR
2013,Urbain,DAKAR
2014,Urbain,DAKAR
2102,Urbain,DAKAR
2106,Urbain,DAKAR
2107,Urbain,DAKAR
2108,Urbain,DAKAR
2110,Urbain,DAKAR
2111,Urbain,DAKAR
2113,Urbain,DAKAR
2114,Urbain,DAKAR
2115,Urbain,DAKAR
2116,Urbain,DAKAR
2117,Urbain,DAKAR
2118,Urbain,DAKAR
2201,Urbain,DAKAR
2202,Urbain,DAKAR
2205,Urbain,DAKAR
2206,Urbain,DAKAR
2207,Urbain,DAKAR
2208,Urbain,DAKAR
2209,Urbain,DAKAR
2210,Urbain,DAKAR
2211,Urbain,DAKAR
2212,Urbain,DAKAR
2213,Urbain,DAKAR
2214,Urbain,DAKAR
2301,Urbain,DAKAR
2303,Urbain,DAKAR
2304,Urbain,DAKAR
2307,Urbain,DAKAR
2308,Urbain,DAKAR
2309,Urbain,DAKAR
2311,Urbain,DAKAR
2313,Urbain,DAKAR
2314,Urbain,DAKAR
2315,Urbain,DAKAR
2316,Urbain,DAKAR
2317,Urbain,DAKAR
2402,Urbain,DAKAR
2403,Urbain,DAKAR
2404,Urbain,DAKAR
2405,Urbain,DAKAR
2406,Urbain,DAKAR
2408,Urbain,DAKAR
2409,Urbain,DAKAR
2412,Urbain,DAKAR
2413,Urbain,DAKAR
2414,Urbain,DAKAR
2415,Urbain,DAKAR
2416,Urbain,DAKAR
2502,Urbain,DAKAR
2503,Urbain,DAKAR
2505,Urbain,DAKAR
2506,Urbain,DAKAR
2507,Urbain,DAKAR
2509,Urbain,DAKAR
2510,Urbain,DAKAR
2511,Urbain,DAKAR
2512,Urbain,DAKAR
2513,Urbain,DAKAR
2514,Urbain,DAKAR
2515,Urbain,DAKAR
2601,Urbain,DAKAR
2602,Urbain,DAKAR
2604,Urbain,DAKAR
2605,Urbain,DAKAR
2606,Urbain,DAKAR
2607,Urbain,DAKAR
2613,Urbain,DAKAR
2614,Urbain,DAKAR
2615,Urbain,DAKAR
2616,Urbain,DAKAR
2617,Urbain,DAKAR
2618,Urbain,DAKAR
2702,Urbain,DAKAR
2703,Urbain,DAKAR
2704,Urbain,DAKAR
2705,Urbain,DAKAR
2706,Urbain,DAKAR
2707,Urbain,DAKAR
2708,Urbain,DAKAR
2710,Urbain,DAKAR
2711,Urbain,DAKAR
2712,Urbain,DAKAR
2713,Urbain,DAKAR
2714,Urbain,DAKAR
2801,Urbain,DAKAR
2802,Urbain,DAKAR
2803,Urbain,DAKAR
2804,Urbain,DAKAR
2805,Urbain,DAKAR
2806,Urbain,DAKAR
2807,Urbain,DAKAR
2808,Urbain,DAKAR
2809,Urbain,DAKAR
2810,Urbain,DAKAR
2811,Urbain,DAKAR
2812,Urbain,DAKAR
2903,Urbain,DAKAR
2905,Urbain,DAKAR
2911,Urbain,DAKAR
2912,Urbain,DAKAR
2913,Urbain,DAKAR
2914,Urbain,DAKAR
2915,Urbain,DAKAR
2916,Urbain,DAKAR
2917,Urbain,DAKAR
2918,Urbain,DAKAR
2919,Urbain,DAKAR
3001,Urbain,DAKAR
3002,Urbain,DAKAR
3003,Urbain,DAKAR
3004,Urbain,DAKAR
3007,Urbain,DAKAR
3009,Urbain,DAKAR
3012,Urbain,DAKAR
3013,Urbain,DAKAR
3014,Urbain,DAKAR
3015,Urbain,DAKAR
3016,Urbain,DAKAR
3017,Urbain,DAKAR
3101,Urbain,DAKAR
3102,Urbain,DAKAR
3103,Urbain,DAKAR
3104,Urbain,DAKAR
3105,Urbain,DAKAR
3106,Urbain,DAKAR
3108,Urbain,DAKAR
3109,Urbain,DAKAR
3111,Urbain,DAKAR
3113,Urbain,DAKAR
3114,Urbain,DAKAR
3115,Urbain,DAKAR
3202,Urbain,DAKAR
3203,Urbain,DAKAR
3204,Urbain,DAKAR
3205,Urbain,DAKAR
3206,Urbain,DAKAR
3207,Urbain,DAKAR
3208,Urbain,DAKAR
3209,Urbain,DAKAR
3210,Urbain,DAKAR
3211,Urbain,DAKAR
3212,Urbain,DAKAR
3213,Urbain,DAKAR
3301,Urbain,DAKAR
3302,Urbain,DAKAR
3303,Urbain,DAKAR
3304,Urbain,DAKAR
3305,Urbain,DAKAR
3306,Urbain,DAKAR
3307,Urbain,DAKAR
3309,Urbain,DAKAR
3310,Urbain,DAKAR
3311,Urbain,DAKAR
3313,Urbain,DAKAR
3314,Urbain,DAKAR
3401,Urbain,DAKAR
3402,Urbain,DAKAR
3403,Urbain,DAKAR
3404,Urbain,DAKAR
3405,Urbain,DAKAR
3406,Urbain,DAKAR
3407,Urbain,DAKAR
3408,Urbain,DAKAR
3411,Urbain,DAKAR
3412,Urbain,DAKAR
3413,Urbain,DAKAR
3414,Urbain,DAKAR
3501,Urbain,DAKAR
3502,Urbain,DAKAR
3503,Urbain,DAKAR
3505,Urbain,DAKAR
3506,Urbain,DAKAR
3509,Urbain,DAKAR
3510,Urbain,DAKAR
3512,Urbain,DAKAR
3513,Urbain,DAKAR
3514,Urbain,DAKAR
3515,Urbain,DAKAR
3516,Urbain,DAKAR
3601,Urbain,DAKAR
3602,Urbain,DAKAR
3603,Urbain,DAKAR
3604,Urbain,DAKAR
3606,Urbain,DAKAR
3607,Urbain,DAKAR
3608,Urbain,DAKAR
3609,Urbain,DAKAR
3611,Urbain,DAKAR
3613,Urbain,DAKAR
3614,Urbain,DAKAR
3615,Urbain,DAKAR
3701,Urbain,DAKAR
3702,Urbain,DAKAR
3703,Urbain,DAKAR
3704,Urbain,DAKAR
3705,Urbain,DAKAR
3707,Urbain,DAKAR
3708,Urbain,DAKAR
3711,Urbain,DAKAR
3712,Urbain,DAKAR
3713,Urbain,DAKAR
3714,Urbain,DAKAR
3715,Urbain,DAKAR
3801,Urbain,DAKAR
3802,Urbain,DAKAR
3803,Urbain,DAKAR
3804,Urbain,DAKAR
3805,Urbain,DAKAR
3807,Urbain,DAKAR
3808,Urbain,DAKAR
3809,Urbain,DAKAR
3810,Urbain,DAKAR
3811,Urbain,DAKAR
3812,Urbain,DAKAR
3813,Urbain,DAKAR
3901,Urbain,DAKAR
3902,Urbain,DAKAR
3903,Urbain,DAKAR
3904,Urbain,DAKAR
3905,Urbain,DAKAR
3906,Urbain,DAKAR
3907,Urbain,DAKAR
3908,Urbain,DAKAR
3909,Urbain,DAKAR
3910,Urbain,DAKAR
3913,Urbain,DAKAR
3914,Urbain,DAKAR
4001,Urbain,DAKAR
4002,Urbain,DAKAR
4003,Urbain,DAKAR
4004,Urbain,DAKAR
4005,Urbain,DAKAR
4007,Urbain,DAKAR
4008,Urbain,DAKAR
4009,Urbain,DAKAR
4010,Urbain,DAKAR
4011,Urbain,DAKAR
4012,Urbain,DAKAR
4013,Urbain,DAKAR
4101,Urbain,DAKAR
4102,Urbain,DAKAR
4103,Urbain,DAKAR
4104,Urbain,DAKAR
4105,Urbain,DAKAR
4108,Urbain,DAKAR
4109,Urbain,DAKAR
4110,Urbain,DAKAR
4111,Urbain,DAKAR
4112,Urbain,DAKAR
4113,Urbain,DAKAR
4114,Urbain,DAKAR
4202,Urbain,DAKAR
4203,Urbain,DAKAR
4204,Urbain,DAKAR
4205,Urbain,DAKAR
4206,Urbain,DAKAR
4207,Urbain,DAKAR
4208,Urbain,DAKAR
4209,Urbain,DAKAR
4210,Urbain,DAKAR
4211,Urbain,DAKAR
4212,Urbain,DAKAR
4213,Urbain,DAKAR
4301,Urbain,DAKAR
4302,Urbain,DAKAR
4303,Urbain,DAKAR
4304,Urbain,DAKAR
4305,Urbain,DAKAR
4306,Urbain,DAKAR
4307,Urbain,DAKAR
4308,Urbain,DAKAR
4309,Urbain,DAKAR
4310,Urbain,DAKAR
4311,Urbain,DAKAR
4312,Urbain,DAKAR
4401,Urbain,DAKAR
4402,Urbain,DAKAR
4403,Urbain,DAKAR
4404,Urbain,DAKAR
4405,Urbain,DAKAR
4406,Urbain,DAKAR
4407,Urbain,DAKAR
4408,Urbain,DAKAR
4409,Urbain,DAKAR
4411,Urbain,DAKAR
4412,Urbain,DAKAR
4413,Urbain,DAKAR
4501,Urbain,DAKAR
4502,Urbain,DAKAR
4503,Urbain,DAKAR
4505,Urbain,DAKAR
4506,Urbain,DAKAR
4508,Urbain,DAKAR
4509,Urbain,DAKAR
4510,Urbain,DAKAR
4512,Urbain,DAKAR
4513,Urbain,DAKAR
4514,Urbain,DAKAR
4515,Urbain,DAKAR
4601,Urbain,DAKAR
4602,Urbain,DAKAR
4603,Urbain,DAKAR
4604,Urbain,DAKAR
4605,Urbain,DAKAR
4606,Urbain,DAKAR
4607,Urbain,DAKAR
4608,Urbain,DAKAR
4609,Urbain,DAKAR
4610,Urbain,DAKAR
4611,Urbain,DAKAR
4613,Urbain,DAKAR
4701,Urbain,DAKAR
4702,Urbain,DAKAR
4703,Urbain,DAKAR
4704,Urbain,DAKAR
4705,Urbain,DAKAR
4706,Urbain,DAKAR
4707,Urbain,DAKAR
4708,Urbain,DAKAR
4709,Urbain,DAKAR
4712,Urbain,DAKAR
4713,Urbain,DAKAR
4714,Urbain,DAKAR
4801,Urbain,DAKAR
4802,Urbain,DAKAR
4803,Urbain,DAKAR
4804,Urbain,DAKAR
4805,Urbain,DAKAR
4806,Urbain,DAKAR
4808,Urbain,DAKAR
4810,Urbain,DAKAR
4811,Urbain,DAKAR
4812,Urbain,DAKAR
4813,Urbain,DAKAR
4814,Urbain,DAKAR
4901,Urbain,DAKAR
4902,Urbain,DAKAR
4903,Urbain,DAKAR
4904,Urbain,DAKAR
4907,Urbain,DAKAR
4908,Urbain,DAKAR
4909,Urbain,DAKAR
4911,Urbain,DAKAR
4913,Urbain,DAKAR
4914,Urbain,DAKAR
4915,Urbain,DAKAR
4916,Urbain,DAKAR
5001,Urbain,DAKAR
5002,Urbain,DAKAR
5003,Urbain,DAKAR
5004,Urbain,DAKAR
5005,Urbain,DAKAR
5006,Urbain,DAKAR
5007,Urbain,DAKAR
5008,Urbain,DAKAR
5009,Urbain,DAKAR
5011,Urbain,DAKAR
5012,Urbain,DAKAR
5013,Urbain,DAKAR
5101,Urbain,DAKAR
5103,Urbain,DAKAR
5104,Urbain,DAKAR
5105,Urbain,DAKAR
5107,Urbain,DAKAR
5108,Urbain,DAKAR
5110,Urbain,DAKAR
5111,Urbain,DAKAR
5112,Urbain,DAKAR
5113,Urbain,DAKAR
5114,Urbain,DAKAR
5201,Urbain,DAKAR
5203,Urbain,DAKAR
5204,Urbain,DAKAR
5205,Urbain,DAKAR
5206,Urbain,DAKAR
5207,Urbain,DAKAR
5208,Urbain,DAKAR
5210,Urbain,DAKAR
5211,Urbain,DAKAR
5212,Urbain,DAKAR
5213,Urbain,DAKAR
5214,Urbain,DAKAR
5302,Urbain,DAKAR
5305,Urbain,DAKAR
5306,Urbain,DAKAR
5308,Urbain,DAKAR
5309,Urbain,DAKAR
5310,Urbain,DAKAR
5311,Urbain,DAKAR
5312,Urbain,DAKAR
5313,Urbain,DAKAR
5314,Urbain,DAKAR
5315,Urbain,DAKAR
5316,Urbain,DAKAR
5401,Urbain,DAKAR
5402,Urbain,DAKAR
5403,Urbain,DAKAR
5404,Urbain,DAKAR
5405,Urbain,DAKAR
5406,Urbain,DAKAR
5407,Urbain,DAKAR
5408,Urbain,DAKAR
5409,Urbain,DAKAR
5410,Urbain,DAKAR
5411,Urbain,DAKAR
5412,Urbain,DAKAR
5501,Urbain,DAKAR
5502,Urbain,DAKAR
5503,Urbain,DAKAR
5504,Urbain,DAKAR
5505,Urbain,DAKAR
5506,Urbain,DAKAR
5507,Urbain,DAKAR
5508,Urbain,DAKAR
5509,Urbain,DAKAR
5510,Urbain,DAKAR
5511,Urbain,DAKAR
5512,Urbain,DAKAR
5601,Urbain,DAKAR
5602,Urbain,DAKAR
5603,Urbain,DAKAR
5604,Urbain,DAKAR
5605,Urbain,DAKAR
5607,Urbain,DAKAR
5609,Urbain,DAKAR
5610,Urbain,DAKAR
5611,Urbain,DAKAR
5612,Urbain,DAKAR
5613,Urbain,DAKAR
5614,Urbain,DAKAR
5701,Urbain,DAKAR
5702,Urbain,DAKAR
5703,Urbain,DAKAR
5705,Urbain,DAKAR
5706,Urbain,DAKAR
5707,Urbain,DAKAR
5710,Urbain,DAKAR
5711,Urbain,DAKAR
5712,Urbain,DAKAR
5713,Urbain,DAKAR
5714,Urbain,DAKAR
5715,Urbain,DAKAR
5801,Urbain,DAKAR
5802,Urbain,DAKAR
5803,Urbain,DAKAR
5804,Urbain,DAKAR
5805,Urbain,DAKAR
5806,Urbain,DAKAR
5807,Urbain,DAKAR
5808,Urbain,DAKAR
5809,Urbain,DAKAR
5811,Urbain,DAKAR
5812,Urbain,DAKAR
5813,Urbain,DAKAR
5901,Urbain,DAKAR
5902,Urbain,DAKAR
5903,Urbain,DAKAR
5904,Urbain,DAKAR
5905,Urbain,DAKAR
5906,Urbain,DAKAR
5907,Urbain,DAKAR
5908,Urbain,DAKAR
5909,Urbain,DAKAR
5910,Urbain,DAKAR
5911,Urbain,DAKAR
5912,Urbain,DAKAR
6001,Urbain,DAKAR
6002,Urbain,DAKAR
6004,Urbain,DAKAR
6005,Urbain,DAKAR
6006,Urbain,DAKAR
6007,Urbain,DAKAR
6008,Urbain,DAKAR
6009,Urbain,DAKAR
6010,Urbain,DAKAR
6011,Urbain,DAKAR
6012,Urbain,DAKAR
6013,Urbain,DAKAR
6101,Urbain,DAKAR
6102,Urbain,DAKAR
6103,Urbain,DAKAR
6104,Urbain,DAKAR
6105,Urbain,DAKAR
6106,Urbain,DAKAR
6107,Urbain,DAKAR
6108,Urbain,DAKAR
6110,Urbain,DAKAR
6111,Urbain,DAKAR
6112,Urbain,DAKAR
6113,Urbain,DAKAR
6201,Urbain,DAKAR
6204,Urbain,DAKAR
6205,Urbain,DAKAR
6209,Urbain,DAKAR
6211,Urbain,DAKAR
6212,Urbain,DAKAR
6213,Urbain,DAKAR
6214,Urbain,DAKAR
6215,Urbain,DAKAR
6216,Urbain,DAKAR
6217,Urbain,DAKAR
6218,Urbain,DAKAR
6301,Urbain,DAKAR
6302,Urbain,DAKAR
6303,Urbain,DAKAR
6304,Urbain,DAKAR
6306,Urbain,DAKAR
6307,Urbain,DAKAR
6308,Urbain,DAKAR
6309,Urbain,DAKAR
6310,Urbain,DAKAR
6311,Urbain,DAKAR
6312,Urbain,DAKAR
6313,Urbain,DAKAR
6401,Urbain,DAKAR
6402,Urbain,DAKAR
6403,Urbain,DAKAR
6404,Urbain,DAKAR
6405,Urbain,DAKAR
6406,Urbain,DAKAR
6408,Urbain,DAKAR
6409,Urbain,DAKAR
6410,Urbain,DAKAR
6411,Urbain,DAKAR
6412,Urbain,DAKAR
6413,Urbain,DAKAR
6501,Urbain,DAKAR
6503,Urbain,DAKAR
6504,Urbain,DAKAR
6505,Urbain,DAKAR
6506,Urbain,DAKAR
6507,Urbain,DAKAR
6509,Urbain,DAKAR
6510,Urbain,DAKAR
6511,Urbain,DAKAR
6512,Urbain,DAKAR
6513,Urbain,DAKAR
6514,Urbain,DAKAR
6601,Rural,DAKAR
6602,Rural,DAKAR
6603,Rural,DAKAR
6604,Rural,DAKAR
6605,Rural,DAKAR
6606,Rural,DAKAR
6607,Rural,DAKAR
6608,Rural,DAKAR
6609,Rural,DAKAR
6611,Rural,DAKAR
6612,Rural,DAKAR
6613,Rural,DAKAR
6701,Rural,DAKAR
6702,Rural,DAKAR
6703,Rural,DAKAR
6704,Rural,DAKAR
6706,Rural,DAKAR
6707,Rural,DAKAR
6708,Rural,DAKAR
6709,Rural,DAKAR
6710,Rural,DAKAR
6711,Rural,DAKAR
6712,Rural,DAKAR
6713,Rural,DAKAR
6801,Rural,DAKAR
6802,Rural,DAKAR
6804,Rural,DAKAR
6805,Rural,DAKAR
6806,Rural,DAKAR
6807,Rural,DAKAR
6808,Rural,DAKAR
6809,Rural,DAKAR
6810,Rural,DAKAR
6811,Rural,DAKAR
6813,Rural,DAKAR
6814,Rural,DAKAR
6901,Rural,DAKAR
6902,Rural,DAKAR
6903,Rural,DAKAR
6904,Rural,DAKAR
6905,Rural,DAKAR
6906,Rural,DAKAR
6908,Rural,DAKAR
6911,Rural,DAKAR
6912,Rural,DAKAR
6913,Rural,DAKAR
6914,Rural,DAKAR
6915,Rural,DAKAR
7002,Rural,DAKAR
7004,Rural,DAKAR
7005,Rural,DAKAR
7006,Rural,DAKAR
7007,Rural,DAKAR
7008,Rural,DAKAR
7010,Rural,DAKAR
7011,Rural,DAKAR
7012,Rural,DAKAR
7013,Rural,DAKAR
7014,Rural,DAKAR
7015,Rural,DAKAR
7101,Rural,DAKAR
7102,Rural,DAKAR
7103,Rural,DAKAR
7104,Rural,DAKAR
7106,Rural,DAKAR
7107,Rural,DAKAR
7108,Rural,DAKAR
7109,Rural,DAKAR
7110,Rural,DAKAR
7111,Rural,DAKAR
7112,Rural,DAKAR
7113,Rural,DAKAR
7201,Rural,DAKAR
7202,Rural,DAKAR
7203,Rural,DAKAR
7204,Rural,DAKAR
7207,Rural,DAKAR
7210,Rural,DAKAR
7212,Rural,DAKAR
7213,Rural,DAKAR
7214,Rural,DAKAR
7215,Rural,DAKAR
7216,Rural,DAKAR
7217,Rural,DAKAR
7301,Rural,DAKAR
7302,Rural,DAKAR
7306,Rural,DAKAR
7307,Rural,DAKAR
7308,Rural,DAKAR
7309,Rural,DAKAR
7311,Rural,DAKAR
7313,Rural,DAKAR
7314,Rural,DAKAR
7315,Rural,DAKAR
7316,Rural,DAKAR
7317,Rural,DAKAR
7401,Rural,DAKAR
7402,Rural,DAKAR
7403,Rural,DAKAR
7404,Rural,DAKAR
7405,Rural,DAKAR
7406,Rural,DAKAR
7407,Rural,DAKAR
7408,Rural,DAKAR
7409,Rural,DAKAR
7410,Rural,DAKAR
7412,Rural,DAKAR
7413,Rural,DAKAR
7501,Rural,DAKAR
7502,Rural,DAKAR
7503,Rural,DAKAR
7504,Rural,DAKAR
7505,Rural,DAKAR
7506,Rural,DAKAR
7507,Rural,DAKAR
7508,Rural,DAKAR
7509,Rural,DAKAR
7510,Rural,DAKAR
7511,Rural,DAKAR
7512,Rural,DAKAR
7601,Urbain,DAKAR
7602,Urbain,DAKAR
7603,Urbain,DAKAR
7604,Urbain,DAKAR
7605,Urbain,DAKAR
7606,Urbain,DAKAR
7607,Urbain,DAKAR
7608,Urbain,DAKAR
7609,Urbain,DAKAR
7610,Urbain,DAKAR
7611,Urbain,DAKAR
7701,Urbain,DAKAR
7702,Urbain,DAKAR
7703,Urbain,DAKAR
7704,Urbain,DAKAR
7706,Urbain,DAKAR
7707,Urbain,DAKAR
7709,Urbain,DAKAR
7710,Urbain,DAKAR
7712,Urbain,DAKAR
7713,Urbain,DAKAR
7714,Urbain,DAKAR
7715,Urbain,DAKAR
7801,Urbain,DAKAR
7802,Urbain,DAKAR
7803,Urbain,DAKAR
7804,Urbain,DAKAR
7805,Urbain,DAKAR
7806,Urbain,DAKAR
7807,Urbain,DAKAR
7808,Urbain,DAKAR
7809,Urbain,DAKAR
7810,Urbain,DAKAR
7811,Urbain,DAKAR
7812,Urbain,DAKAR
7901,Urbain,DAKAR
7903,Urbain,DAKAR
7905,Urbain,DAKAR
7906,Urbain,DAKAR
7908,Urbain,DAKAR
7909,Urbain,DAKAR
7910,Urbain,DAKAR
7911,Urbain,DAKAR
7912,Urbain,DAKAR
7913,Urbain,DAKAR
7914,Urbain,DAKAR
7915,Urbain,DAKAR
8002,Urbain,DAKAR
8003,Urbain,DAKAR
8004,Urbain,DAKAR
8005,Urbain,DAKAR
8008,Urbain,DAKAR
8011,Urbain,DAKAR
8012,Urbain,DAKAR
8013,Urbain,DAKAR
8014,Urbain,DAKAR
8015,Urbain,DAKAR
8016,Urbain,DAKAR
8017,Urbain,DAKAR
8102,Urbain,DAKAR
8106,Urbain,DAKAR
8108,Urbain,DAKAR
8113,Urbain,DAKAR
8114,Urbain,DAKAR
8115,Urbain,DAKAR
8203,Urbain,DAKAR
8204,Urbain,DAKAR
8205,Urbain,DAKAR
8207,Urbain,DAKAR
8208,Urbain,DAKAR
8209,Urbain,DAKAR
8210,Urbain,DAKAR
8212,Urbain,DAKAR
8213,Urbain,DAKAR
8214,Urbain,DAKAR
8215,Urbain,DAKAR
8216,Urbain,DAKAR
8301,Urbain,DAKAR
8302,Urbain,DAKAR
8303,Urbain,DAKAR
8304,Urbain,DAKAR
8305,Urbain,DAKAR
8306,Urbain,DAKAR
8307,Urbain,DAKAR
8308,Urbain,DAKAR
8309,Urbain,DAKAR
8310,Urbain,DAKAR
8311,Urbain,DAKAR
8313,Urbain,DAKAR
8403,Urbain,DAKAR
8404,Urbain,DAKAR
8405,Urbain,DAKAR
8406,Urbain,DAKAR
8408,Urbain,DAKAR
8409,Urbain,DAKAR
8411,Urbain,DAKAR
8412,Urbain,DAKAR
8413,Urbain,DAKAR
8414,Urbain,DAKAR
8415,Urbain,DAKAR
8416,Urbain,DAKAR
8502,Urbain,DAKAR
8503,Urbain,DAKAR
8504,Urbain,DAKAR
8506,Urbain,DAKAR
8507,Urbain,DAKAR
8508,Urbain,DAKAR
8509,Urbain,DAKAR
8510,Urbain,DAKAR
8512,Urbain,DAKAR
8513,Urbain,DAKAR
8514,Urbain,DAKAR
8515,Urbain,DAKAR
8601,Urbain,DAKAR
8602,Urbain,DAKAR
8603,Urbain,DAKAR
8604,Urbain,DAKAR
8606,Urbain,DAKAR
8607,Urbain,DAKAR
8609,Urbain,DAKAR
8612,Urbain,DAKAR
8613,Urbain,DAKAR
8614,Urbain,DAKAR
8615,Urbain,DAKAR
8616,Urbain,DAKAR
8701,Urbain,ZIGUINCHOR
8702,Urbain,ZIGUINCHOR
8703,Urbain,ZIGUINCHOR
8704,Urbain,ZIGUINCHOR
8705,Urbain,ZIGUINCHOR
8706,Urbain,ZIGUINCHOR
